Title,Rating,ReviewText
The Gentlemen,4,"Not much depth to it, but a solid action movie if that's what you're looking for."
The Gentlemen,4,Well made movie with perfect casting. The story is strong and not as predictable as most. The over the top storytelling is the only flaw. Trying to hard to be like Tarantino.
The Gentlemen,3.5,"A nicely woven tale that, perhaps, has one too many twists for its own good.  The casting was superb, as each actor seems to have been fitted into the perfect square hole.  The dialog maintains its entertainment value through wit, snarkiness and charm, without going overboard into comedy.  There are some pacing problems where a more robust editing job could have improved the overall enjoyment factor."
The Gentlemen,4.5,"You get what Guy Ritchie always does, a good British Gangster Movie."
The Gentlemen,4.5,Guy Ritchie is one of my favorite directors. I think is his best movie. An absolute must to see.
The Gentlemen,5,Just about as good as it gets from Ritchie
The Gentlemen,4,"Yeah, this is better than CATS."
The Gentlemen,4.5,Really a satisfaying movie to see.
The Gentlemen,4,"Alright, alright, alright!!!!"
The Gentlemen,4,"Though it may not hit the high lines of Guy Ritchie, the gentlemen won't disappoint its viewers - Thrived in a jumpy plot it stands tall as a solid movie"
The Card Counter,5,Fantastic movie with an exceptional score/soundtrack. Oscar Isaac is brilliant.
The Card Counter,0.5,"A long confused movie where I kept having to ask what the point of it all was, nothing that happened in the movie mattered, there was 0 character development or even captivating motives for the characters to do anything so frustrated that I spent time to watch this."
The Card Counter,1,"I was engaged at first, the cinematography and conflicted character of William Tell gives a different vibe to the genre of gambling movies. The way this thing keeps leading you along makes you feel as if you are getting to a climax where in the end it just falls flat. At the end of the day I feel like I will never get that time back that I wasted watching this...I kept waiting for it to arrive, then it just falls apart at the end. And not in a clever way, not in a way that is a good piece of writing. It just leaves you feeling like you wasted your time..."
Captain Marvel,5,"This movie is very special to me, not only because of the participation of Brie and Samuel, but the stories of Captain Marvel are amazing and the movie itself is very captivating!"
Captain Marvel,4.5,"Really enjoyable origin story with lots of unique characters, lore and super impressive CGI. "
Captain Marvel,4,"Although being review-bombed by misogynist bigots, Captain Marvel still isn't all THAT good. Brie Larson may have needed more time to figure things out, and some cringey writing definitely needed to be revised. It maintains its four stars due to a compelling plot and a fantastic performance from Samuel L. Jackson as Nick Fury--but we already knew that."
Captain Marvel,2.5,Captain Marvel just needs more in-depth character. Watching her in the story is just uninspiring. Because the story is boring and unengaging. The only good thing about this movie is young nick's furry and the plot twist of the Skrull.
Captain Marvel,5,"Injustiçado! Delícia de filme! Leve, despretensioso e emocionante."
Captain Marvel,5,This movie is the long kiss goodnight with geena Davis but in space
Captain Marvel,3,"Best thing about this movie was the special effects. I wanted to give it lower marks because I personally just don't like the main lead, but I have to be fail and balanced. And this movie was actually not as bad as most people make it out to be. I get that we all don't like the main actress but we can't destroy the film over it. It was a mediocre film and the effects were good. It wasn't a bad movie, it just wasn't good. Plot wasn't great, acting was mediocre."
Captain Marvel,0.5,Captain Marvel was just awful. The leads acting was as dry as a over cooked piece of toast and as entertaining as watching paint dry.  The writing was not great. This character seems so forced down our throats and so OP to further force it that it was hard to be interested. Maybe focusing on better writing will make this character and future movies more like able. This was awful.
Tenet,2.5,"Visually and technically, this movie is really cool. John David Washington and Robert Pattinson are a fun duo and they work well together onscreen. The opening scene was gripping."
Tenet,3,"Visually excellent and has some interesting ideas around time travel, but fundamentally fails to deliver the basics in terms of story telling. Watching Tenet is definitely an experience but I would say *not* an enjoyable one. Nolan's baffling decision to make the dialogue nearly inaudible in places means much of what happens on screen is with little or no context. This is a film that really needs multiple viewings to understand what is going on, but doesn't actually make you want to subject yourself to what is essentially a painful to watch big budget film-making experiment more than once."
Tenet,3,"Just another confused time jumbled hyper steroidal overwrought action movie. Puzzling plot, overworked characters always on the verge of destruction. Washington is well cast and well played but his bright performance struggles to make this muddle work Please Hollywood. Enough."
Tenet,0.5,"I felt that this movie dragged on too long. The idea was good but it felt like it was trying to be clever instead of good. I think I would mainly avoid Christopher Nolan's movies anyway, there only good if there's a storyline already there to focus on like Batman or Dunkirk."
Tenet,4,"It demands Multiple-time to watch., One of the best Sci-Fi Movies (In 10 years) after ""Interstellar""."
Tenet,5,John David Washington was the reason I saw this movie. Didn't dissapont at all
Tenet,3.5,"This movie is good, for people who like to do homework to understand the plot."
Tenet,2,I'd recommend watching this film with a pen and paper in hand and Sheldon Cooper working out the science on his whiteboard. Maybe then I could  judge if this film was even worth the two and a half hours. Unfortunately I'm not about to watch it a second time to find out!
Tenet,2,"Fast, shallow, dialogue used to skim over a terribly absurd concept, implemented with banality and pretentiousness."
Tenet,4,"Yeah, this is better than CATS."
Red Notice,0.5,DO NOT WATCH!!!!!!!!
Red Notice,2.5,Over the top slapstick.  Storyline is totally unrealistic. Makes Indiana Jones seem like a history dissertation.
Red Notice,1,Orribile.
Red Notice,1,Painfully Brain Numbing
Red Notice,4,"Lots of plot twists, I have been shocked when I watched, what a experienced!"
Red Notice,0.5,"Bons atores, roteiro horrível.."
Red Notice,1,"Red Notice was not funny or entertaining. It had a stupid plot that involved an art thief (Ryan Reynolds) and an FBI agent (Dwayne Johnson), Reynolds was trying to get the legendary 3 eggs of Cleopatra while Johnson was trying to clear his name. Reynolds was cracking bad jokes the whole time, while Johnson was trying to clear his name by capturing ""The Bishop"" (Gal Gadot). But for some reason, the only way to clear his name was by assisting Reynolds in stealing the eggs. So far it's already a crappy movie with boring action sequences that look fake. The characters also make no sense, FYI. Reynolds became a thief because he wanted his Dad's attention and love. But his dad is a cop so I can't really see why him stealing things will make his dad love him. And Reynolds's whole villain backstory is because his dad accused him of stealing a watch that he loved and didn't talk to him for a year. Then we go to Johnson and Gadot who have been secretly in love this whole time and working with each other. And mind you the only reason these characters want the eggs isn't for some mystic powers or secrets to the universe, no it's because some billionaire will pay them a crap load of cash. So, the two lovebirds turn on Reynolds and take the egg. They leave him in handcuffs where the cops were right on their tail, but somehow Reynolds escapes, finds Johnson and Gadot, and all is forgiven and he's got a new business opportunity for them leaving it on a cliffhanger and room for a sequel. I'd be shocked if anyone wanted a sequel to this awful film. This just shows that it doesn't matter if you have an all-star cast and a big budget, if you still have crappy writers and a dumb plot the movie is going to suck."
Red Notice,0.5,"ah yes another movie where the rock plays the rock who is not a good actor and Gal Gadot who acts worse than the rock, saving grace was Ryan Reynolds"
Red Notice,2,"Red Notice is a run of the mill spy adventure with twists, turns, and an inflated runtime that leaves the movie feeling bloated. I was having a decent time in the start of the movie, I enjoyed the back and forth between Dwayne Johnson and Ryan Reynolds, the set pieces were great, and the plot was somewhat interesting. But after awhile, the movie got stale as the same style jokes were recycled and the plot kept being strung along. All the acting was fine in the film, but by this point Dwayne Johnson plays Dwayne Johnson and Ryan Reynolds plays Ryan Reynolds. There is no diversity in their acting, every role they take on is the exact same. In the beginning it was fine, but too much of a good thing is not enough. I found myself getting increasingly bored throughout the duration of the film, and the ending was a grind to get through. The twists at the end were interesting, although if I was remotely engaged in the plot I could have spotted it from a mile away. Overall, this film was below average cinema, even after the spending $60m plus on star power."
Red Notice,4,CGI was noticeably bad in the bull scene as well as when Ryan jumped from car to car in the Nazi tunnel. But Ryan makes any movie funny. Ed was surprising and funny as well. Very good and unexpected betrayal. Overall a solid movie.
Nobody,5,"Masterpice, I love it from the start to the end. Perfect story, music, efects and background. The Best action movie of the decade sincerly."
Nobody,1.5,"Dunno why this movie gets high ratings. It's just a movie about a guy who kills people because he likes killing people and the movie indulges itself in it, pretending that's a cool concept. It turned into downright comical shlock at the end. Problem is, action scenes are just visual blur when there's nothing to care about. Didn't care about him, his family or anyone else. Turned it off. Dumb script and wasted time. If I wanted to see John Wick again, I'd just watch John Wick again."
Nobody,3.5,"The action is electric, thoroughly making up for any flaws in storytelling."
Nobody,5,"Very good film, wish I'd seen it earlier"
Nobody,5,"I honestly do not care what anyone else has to say about this movie, I loved it! From the beginning of his going no were life to exploding into the crazy, kick ass hardcore, fighter and methodical killing machine blew me away! He did it so quietly and purposely without us knowing who, how or what he was? If Bob Odenkirk wasn't the lead character, sure it could have been just another Die Hard movie.  But because it was Bob Odenkirk HE MADE THIS MOVIE GREAT!!  I'm female and Bob is not some heart throb actor. Bob O. has his very own unique style, expressions, one of a kind dead pan humor and timing that I makes him lovable and a great actor. He's the Steve McQueen, Robert Redford, Paul Newman of the 21st century. Lucky us! Yeah there's a lot of blood shots and violence but the choreography, cinematography and editing was impeccable. With a great sound track!  I agree whole heartedly with the tandeki review (April 2021). Ilya Naishuller made his mark on cinema with Nobody and put him up there with the big boys. I hope to see more of Ilya's work. And Bob Odenkirk is one of the greatest unsung hero's in film/series."
Nobody,4.5,really good. John Wick style movie.
Nobody,5,"Loved this a must see for a hardcore action lover and also John wick , Rambo , James Bond fans will love it like me."
Irresistible,2.5,"Temática interessante, roteiro fraco e forçado. Atuações medianas."
Irresistible,5,"This film has been poorly understood, and yet needs to be understood very well. Watch it right through until the very end. Some segments are shown during the credits."
Irresistible,1.5,"Struggling To Define The Pathway Of The Story, At Times The Abrupt Comedy Style Threw Me Right Off. Overall The Final Twist Of Story Adds Weight & Food For Thought, But It Wasn't Enough To Make It Anything Noteworthy."
Irresistible,4,"Funny . I have watched a few politic comedy movies or tv shows , this movie is so fun ."
Irresistible,1,"This is one of the worst movies I have ever seen. I like politics, but the premise of this movie makes no sense. This film wastes the talent of its cast who I really like. It's pretentious and patronizing to demonize the entire political system. This movie would be better off being a documentary on Frontline. There is no entertainment value whatsoever in this film and I don't understand why Steve Carrel, who is so funny, would get involved in this project. Do not waste your time watching this."
Irresistible,3,This turned out better than I thought it might.  There's a significant twist near the end that makes it interesting.  It's a bit on-the-nose about the state of dysfunction of all that is politics and politics-adjacent.
Irresistible,4.5,Great movie that satires all things politics.  Hilarious movie that is well written and acted.  I would recommend for anyone that has any interest in politics and anyone that can stomach a movie about politics.  It is worth it!
Irresistible,3.5,"Commedia ironica, graffiante e clamorosamente volgare."
Irresistible,4.5,"Excellent balance, and eye opening. The American political system needs an overhaul."
Irresistible,2,"The only thing that ended up making this worthwhile was the twist and surprise ending.  Other than that, the story tried too hard to be big league and did not succeed."
Logan,5,"Everything you could want in a dark, gritty, and violent super hero film. The writing for this film is fantastic and the acting is even better. Hugh Jackman leads this film perfectly but all of his co cast members do an excellent job to make this film feel as real as possible. The gore in this film is crazy but not distracting or over the top. The twists and turns of this story are executed to near perfection and the emotion of this story is strong."
Logan,5,Amazing. One of the few truly great marvel movies.
Logan,5,James Mangold's gritty take on the superhero Wolverine is an interesting and welcome take on the old man with claws and a big heart. A film that nostalgically reminds you of the original X-Men while propelling forward in this unique story that Hugh Jackman skillfully displays with every emotion. An unforgettable movie that pulls you in with every scene.
Logan,4.5,Really good. We need more R rated marvel movies.
Logan,4,"As a superhero drama in which main part takes not the action scenes but emotional feelings of characters, that is a small change in Marvel universe."
Logan,5,What a way to end an impactful characters legacy. It has some surprises that I didn't expect which led to an even more entertaining story. I felt like I was on the edge of my seat during the whole thing. Was also filled with so many emotions where I just didn't want the movie to end. This was definitely Hugh Jackman at his peak.
Thor,3.5,"It's better than The Incredible Hulk, but that doesn't make it great. It's just a little too boring. It doesn't hold up for a rewatch, and it's a chore to get through the first time, too. The movie is saved by stellar performances from Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård, and Kat Dennings."
Thor,2.5,This movie at times is very boring and fails to keep the viewers interest. At times the movie feels very lifeless and dull however it does pass the time and is an alright introduction to Thor.
Thor,4.5,"Such an under rated MCU film. A great origin story that introduces one of the classic Avengers and villains beautifully, in a very Shakespearean style. Good drama and absolutely beautiful soundtrack from Patrick Doyle. I revisited this movie after sitting through the catastrophic Thor 4, and was so relieved and happy to see this movie take Thor seriously: his character and story are not the constant butt of jokes. I still think this is the best Thor movie. Love and Thunder was terrible, and Ragnarok, while cool at the time,has lost some of its luster as the jokes and belittling of Thor have grown old. Thor 1 still feels fresh, 11 years later. It's more of a thoughtful film than an action film, and I love it for that. It prioritizes a good story over explosions and colors. It's substance over spectacle."
Thor,1,Pathetic and stupid..Thor should be wearing a clown suit. This movie is comical and 10yr olds would probably love it.
Thor,4,This is one of those films that is actually better on a repeat viewing. The use of Dutch angles is atrocious but the story is well written. A good foundation for turning one of the most consistently boring Marvel heroes into someone interesting enough to warrant a film fanbase.
Thor,3.5,One of the less good marvel movies but still good.
Thor,3.5,"The 4th MCU film, Kenneth Branagh gives us a compelling enough story, talented cast and a stunning world environment. Asgard is stunning, it's the first time we see it on the big screen and it doesn't disappoint, especially for 2011. This film gives us the beginning of Thor's tragic character arc, is this film he's a arrogant, almost childish character. The first film is the most serious of the 4 and I appreciate that, I love what Thor becomes but the first film tried something and although it didn't pay off as much as the later films it is still entertaining and worth a watch."
Thor,5,"After i see Thor 4 ,THIS first movie is the best Thor movie ,reflects the real character (i mean ,COMICS) ... maybe Thor 2 have some flaws ,but 3 and 4 is garbage."
Thor,2.5,well I was expecting a lot more it was okay but I wont be paying to see this one a second time in the theater. it was a little boring and the comedy in it was dumb. and the climax fight was bad. I guess the MCU has decided to take lessons from Kathleen Kennedy
Thor,5,Best Thor to this day ... The origin story is just amazing
EMMA.,1,So sad that the wonderfull Jane Austin's Emma has been filmed in such an over-the-top Willy Wonka style that tries to be painfully amusing. There are so many adaptations of Emma but this scrapes the very bottom by some margin.
EMMA.,2,This ‘modern' adaptation awkwardly plays out more like a childish pantomime parody of Emma with over the top characters that bring a grimace rather than a smile. While there is lavash colours and strong cinematography somehow the poor choice of  ‘Carry On' style dialogue and accompanying music manages to only deliver a show that amounts to nothing more than farcical nonsense.
EMMA.,4,"Emma is the greatest novel in the English language.  This film does a fantastic job adapting it, and communicating its buoyancy and spirit."
EMMA.,0.5,I didn't like the movie. The characters seemed like cartoons. It didn't have any of the class that is usually associated with Jane Austen novels. I don't think I could have followed the plot very well if I weren't so family with the book and other film of the book. This film was really weak in my opinion.
EMMA.,1.5,The people who made this didn't understand why we love the old movies.
EMMA.,3,"A mixed bag of an adaptation. Anya Taylor-Joy is really good in the lead role; but it's hard to get a handle on the other performances because - especially in the first 45 minutes or so - the direction, cinematography, and editing are all too sharp and quick to really get to grips with the characters. It's as if those involved drank too much energy drink before coming to work each day. The same extends to the comedy; sometimes it's effective, much of the time you half-expect a ‘laugh now' signboard to appear onscreen. It's better when it settles down a little later in the film; it's no coincidence that the film's a high point, a delightfully awkward picnic scene, not sparingly uses the techniques that litter much of the rest of the film. It's funny and moving together, a combination that the film itself reaches for throughout but only occasionally reaches."
EMMA.,5,"I thought the film was absolutely delightful. Emma was perfect as Emma, as was Mr Knightly. In fact, all the characters were very well cast: Harriet, in particular.  The film was lovely to look at, too. Thanks for a most enjoyable experience."
EMMA.,5,I Saw the 1996 versión but this is quite more adorable since the actors and their performance is more real. The Best Me Knightley!
EMMA.,0.5,"Emma has a very annoying accent.  Very snooty, unlikeable and condescending.  This is the first thing I noticed when watching.  It's like a spoil wealthy girl, who thinks she knows it all but is quite clueless.  You just wish very bad things happen to her so she gets a grip on reality the hard way.  A lot of suffering would do her character a world of good or at least make me feel good, the latter being more important.  For the first 30 minutes, it just drags on and on...not even sure what this movie is about.  It's like watching the daily lives of the privileged old English society teens/young adults without the drama, bad behavior or anything exciting going on...just a lot of talking about nothing. The second thing I really noticed is that Anya Taylor Joy's haircut...is very unbecoming...it doesn't suit her face at all...makes her look really weird and unpleasant, combined with her accent and the way she talks is a one two knockout combination, you just want to sleep through this movie.  Seriously her face is very oval and her haircut looks like a tight form fitting skull cap with a flap on the top back end.  It's only after the first 30 minutes something actually happens.  She convinces someone not to marry above her station and then it goes back to the boring talking about nothing again.  I can't believe someone thought this would be a good movie.  A movie about nothing interesting, let's spend millions making it...we can claim the losses as a tax deduction.   Is this what this movie is about...?!  I am beginning to think so...there is a lot of business owners that run a variety of stores and businesses, but have 1 of those business lose a lot of money to claim the losses on their taxes for a substantial tax credit.  I think this is what's going on with this movie...otherwise the studio exe was really drunk or high when he green lit this multimillion dollar movie that people are surely to have walked out of the theatre mid way.  I am half way through and I still don't understand the point of this movie.  Is there a point, oh right to lose money for a substantial tax credit.  I forgot...like this movie I hope, oh wait then that would mean I may watch it again and I really don't want to put myself through this ever again."
EMMA.,2.5,"I will watch every Jane Austen adaptation, but I found this one too over the top and too tongue in cheek. The costumes are fabulous though."
Hereditary,5,"This is one of those movies that you just have to see for yourself.  If you like psychological thrillers, horror, and are looking to satiate your thirst for a spooky movie this is the one."
Hereditary,5,"My favorite breed of horror, the scare is there the whole time...slowly coming in to view as you realize it's been there the whole time. A masterpiece of suspense and anxiety that makes me scared to watch again. Lurking in the shadows even though I know its coming, lingering fear is potent."
Hereditary,5,The best horror film ever made! Collette deserved an oscar for her performance!
Hereditary,2,An overrated one.
Hereditary,2,"It built very slowly after the first major event and relied on pretty cheesy horror tropes from there on out. Then kind of culminated in a trippy 'Rosemary's Baby'-esque ending, but it was all developed pretty poorly and was somewhat disappointing for how strong it began."
Hereditary,0.5,A waste of two hours.  Not even worth a half of a star.  Top 10 worst movies I have had on my TV.
Hereditary,5,A blend of supernatural horror and tragedy that is very disturbing.
Hereditary,5,Pretty good. Ending could have been much better.
Hereditary,4.5,"Beautifully shot with some incredible performances, this film really unnerved me to the extent that I slept with the lights on for two nights. It's made even more terrifying by the eerie film score by Colin Stetson. "
Hereditary,1.5,"The only redeeming quality of this movie is Toni Collette's performance. In my opinion, this movie is trying so hard to be something that it isn't. Not really sure why there's hype around it."
Paddington 2,5,Possibly the best movie of all time.
Paddington 2,5,"Perfect in every way. Hugh Grant has never been better and if you don't cry at the ending, you have no soul! A masterpiece"
Paddington 2,5,"It's so emotional, love the movie. The plot is amazing 10/10"
Paddington 2,5,GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD GOOD 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Paddington 2,4.5,"Heartwarming movie, will make you cry for sure"
Paddington 2,4,Paddington Brown is a gift to the universe who must be protected at all costs.
Paddington 2,5,"LOL, the funniest 01 hour: and 43 minutes ever!!!!!!!!!!!!!!!!!!!!!!!!!!"
Paddington 2,4,"This is just a great children's/family movie. It encourages seeing the best in all people, optimism, care for others, and keeping your community close. The ending is genuinely moving and the ride there is very fun. As is the case with the first Paddington, it is tough to emphasize enough how perfect Sally Hawkins is as Paddington's adoptive mother. Hugh Grant also makes for a fantastic whimsical villain."
Paddington 2,5,Amazing movie. Worth a watch loved. Paddington was the best
Paddington 2,5,"Yeah, this is better than CATS."
Terminator: Dark Fate,2,"I was encouraged by better-than-expected reviews, but this is utterly forgettable.   Scene after scene of a shapeshifting killer robot that runs, jumps, stabs, slashes, wrecks, and is shot to pieces; it then reassembles, reamalgamates, and remorphs.  Rinse, repeat; and repeat; and repeat.  The difference from Terminator 2 is that the robot internals are black instead of silvery.  And, oh, it can do a double act with an autonomous  skeleton that squidges in and out of its body.  There's no room for any acting since all characters are either robots, or robotically obsessed with a single-track objective."
Terminator: Dark Fate,0.5,"What in heavens name is this ?  Arnie and Hamilton look like worn furniture ? Gutted that MacKenzie is in this, I expected better in her career path. It's a bit like the Stones, touring again ……… One to avoid I'm afraid."
Terminator: Dark Fate,1,"Well, the Terminator franchise really has jumped the shark with this one. How the mighty giant has fallen. Somehow I had the sneaky suspicion this was going to be a dud, and boy was I right. I've not even seen the end of it yet but I guess the evil T ends up being destroyed in a factory of dry ice or liquid steel. I believe this bombed at the box office - what were they thinking."
Terminator: Dark Fate,5,Ages 17 and older!!!!!!!! Featuring 02 hours: and 08 minutes ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Terminator: Dark Fate,5,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍 BEST TERMINATOR I EVER SEEN
Terminator: Dark Fate,0.5,This film was full of so many eye rolls... one after another. My eyes were literally sore from it by the end of this horribly made film. I do NOT recommend this ridiculous movie to anyone. It was so bad
Terminator: Dark Fate,1,"Generic , boring, silly. These women survive everything without a scratch. And in the meantime they destroy a superterminator. The only person who has a bit of fun with her character is Linda Hamilton."
Terminator: Dark Fate,2.5,"This movie brought nothing new to the franchise which first two brought. It was just a simple continuation with the same story as first two. It looked like the writer didn't work hard to get a good story. The performances by cast were also normal. The direction was little bit loose, the director was not able to create tensed environment. Overall, it was a normal continuation of the franchise."
Terminator: Dark Fate,3,"Let's be honest, this franchise probably ran out of steam after Terminator 2. That will still remain my favourite Terminator movie of the entire series. This one wasn't necessarily a horrible movie but it wasn't amazing either. "
The Matrix Resurrections,4,The Matrix is back!!
The Matrix Resurrections,2,"I bailed after the first hour. It felt like a low-budget knock-off of the prior versions. Everybody involved is kind of dialing it in, and thank you check please. It such a pale shadow of former editions they keep showing clips from the first Matrix. It doesn't help. It only reminds you how flaccid and boring #4 is compared to #1."
The Matrix Resurrections,0.5,É triste ver o que fizeram com uma obra que influenciou tantas pessoas em todo o mundo.
Midsommar,5,"This is pretty incredible, Pugh rocks"
Midsommar,5,"Remarkable! A unique vision of grief, toxic relationships, and family. I rate this a tie with The Invitation as best film about a cult."
Midsommar,0.5,Please please please save yourself time and skip this terrible movie
Midsommar,5,"I loved this movie! It's one of the best thriller movies I've ever seen, with a very well written story full of details. The lead actress Florence Pugh is fabulous and so are the other actors. It's an excellent movie!"
Midsommar,5,"Midsommar was the first movie I have ever seen that I felt truly depicted the experience of grieving. It gives an absolutely amazing portrayal of raw emotion, and sparks very interesting commentary about empathy, morality, and community. It is also deeply unsettling in a way that stays with you for a long time. I've watched it at least four times, and will most likely watch it more than that."
Midsommar,0.5,Absolutely terrible.  Movie was boring and the acting sucked big time.
Midsommar,5,"The only reason the audience reviews aren't great is because the movie is hard to understand for the average person. If you appreciate the art of filmmaking, you'll definitely love this movie! This is one of my favorites!"
Midsommar,2,"The cinematography was nothing to get close to. This film is an actual work of art in how they managed to choose their main concepts of filming, But the story wasn't cool, I felt that the film was empty, It has nothing to do with anything else except being colorfully and full of amazing/mind-blowing shots. "
Midsommar,4.5,"Florence Pugh knocked it out of the park, same as every performance she gives. She carried the film."
Midsommar,1.5,It has an original script but is too slow and predictable.
Star Wars: The Rise of Skywalker,0.5,This movie is so bad that I'm getting sad and tired as I type this single line review.
Star Wars: The Rise of Skywalker,0.5,"Yes, sucks bad. Bad, bad."
Star Wars: The Rise of Skywalker,3.5,"not that good of a movie, but an amazing save from the last movie which was a disaster..."
Star Wars: The Rise of Skywalker,3,My rating for the film is a 6.8/10
Star Wars: The Rise of Skywalker,2,"I only gave this a 2 star rather than half a star because The Last Jedi (TLJ) made it impossible for anyone to get this movie right. The plot of the movie just doesn't make sense. ""Somehow Palpatine returned"", yeah somehow... So getting thrown down an engine shaft straight into the core of the death star is a survivable experience - This is not an ability that has ever been discussed, but they pass it off by saying ""The Dark side is a pathway to many abilities some consider to be unnatural"" stealing the line out of RoTS but out of context. All this means is that Darth Vader died for nothing, this is a MAJOR PLOT HOLE - the prophecy of the chosen one is that Anakin/Vader would bring balance to the force and destroy the Sith - Before this movie, the prophecy was intact. The Plot is also full of coincidences, Lando just happens to be on the planet to provide assistance just as the gang turn up, without him they would be captured, he just so happens to know the location they need to look for the way finder, they get this dagger by complete luck after falling through some kind of new quicksand that happens to have tunnels underneath, the dagger is inscribed in the language of the Sith, C3PO can translate it but cant tell anyone so this leads them on a stupid side quest to reveal the location of the wayfinder... The whole movie just feels like coincidence after coincidence rather than logical decisions are being made to advance the movie. "
Star Wars: The Rise of Skywalker,0.5,Negative stars. The one great character they had in this movie was not the main lead and he was abused by the horrible plot and storytelling.
Star Wars: The Rise of Skywalker,1,"I gotta be brutally honest, this movie is not good at all. This movie spends most of its time trying to undo The Last Jedi which is a very cowardly thing to do. As someone who actually liked The Last Jedi, that really annoyed me. Because now I can't watch Force Awakens and Last Jedi without thinking that this is how the trilogy ends. The ending itself is just trash. For a standalone film the ending could work but this is the ending to a nine part saga. And it's a rushed mess that you will probably forget about what happened at points when you finish it. The one word that can describe this movie is Overwhelming and not in a good way. I also hate that Palpatine is in this movie. It completely ruins Anakins sacrifice. But I gotta give credit where it's due, Ian Mcdiarmid was phenomenal as Palpatine. In fact, all the actors were giving it their all. This movie does have good moments but if I'm judging the whole thing, I can't give it a good score. This movie is proof that Disney had no plan whatsoever with this trilogy."
Star Wars: The Rise of Skywalker,0.5,Terrible end to George Lucas' next level story telling
Star Wars: The Rise of Skywalker,4,great effect good story
Star Wars: The Rise of Skywalker,2.5,Why does this film have to be so dumb? They gave up on trying something new and instead brought back a villain who already served his purpose. This movie was the best I could have been coming off the previous film which was not good either.
John Wick,5,"Definitely a new addition to someone's movie foundation. A wonderful story about loss and revenge in a fantastical world of organized assassination, even making that organization elegant with a code of ethics and notoriety. This is as essential a watch as Bourne Identity, Taken, and The Fugitive."
John Wick,3.5,A good action film. Nothing extremely special and over exaggerated fights but still good. I did like Hardcore Henry more though.
John Wick,4,"In spite of a bit tacked-on ending and somewhat rushed nature at times, John Wick is an exciting time fueled by its stylistic appearance, impressive action sequence and a strong Keanu Reeves performance."
John Wick,5,This is so amazing; the story & the action sequences are impressive.
John Wick,5,Just saw the movie it's a pure masterpiece of gangster genre it is a smooth movie just sometimes give godfather level vibes a must watch for a hard core  blood slaughtering action lover.
John Wick,4,"É um bom filme, bem executado, Keanu tem uma grande performance. Só tem uma cena que chamo de artificio de roteiro (não faz sentido, mas os roteiristas colocam para poder prolongar o filme e salvar o personagem) que é a cena em que Wick é pego e em vez de ser morto por um tiro, tentam matar ele sufocado por um saco plástico o que não faz sentido, pois é um filme com armas e facas. Mas mesmo assim não estraga a jornada do personagem. Recomendo."
John Wick,3.5,"A good start, yet not as fun or iconic as the next two"
Once Upon a Time... In Hollywood,4.5,"An entertaining movie filled with fantastic performances and gripping dialogue. Although, this movie is slightly directionless as I was 2/3rds of the way through the movie and had no idea where it was trying to take me. Despite that fact, I still was engaged and had a great time watching. The third act is so off the walls and crazy that it makes the entire slow burn of the film worth every second."
Once Upon a Time... In Hollywood,2,Long uninteresting unfocussed movie.
Once Upon a Time... In Hollywood,4,Slow however interesting
Once Upon a Time... In Hollywood,3,Blobbo not see. Too too long.  
Once Upon a Time... In Hollywood,1,"I am a huge QT fan.  It's his first truly unwatchable film.  It's so very long and boring.  Ultimately the story is too big to ignore.  The whole ""it never happened"" thing while sweet, feels forced.   Like Bobby's ""it was all a dream"" Dallas cliffhanger resolution, it robs the viewer of the authenticity of the previous hours of tension running through a seasoned and dedicated fan.  An artist experiments.  Occasionally, they are wrong.  It is what it is.  And it is a drag."
Once Upon a Time... In Hollywood,4,"Tarantino' style of storytelling but not the typical action packed thriller but old hollywood nostalgia thriller that has different twist which audiences would appreciate (as we all know what really happened). Great acting as expected from leading ACTORS- yes that is including Margot Robbie as per ""Flower Girl"" character."
Once Upon a Time... In Hollywood,5,"Amazing, the performances, the plot, the historical context"
Pig,5,Nicolas Cage is a force of nature
Pig,4.5,Who knew that a film titled 'Pig' would be so beautiful and moving!
Pig,4.5,"On the surface Pig is a basic story of a man on the search for his lost pig, but underneath the initial layer is a deep and compelling character study on love and loss."
Pig,3.5,"I avoided this for a time, largely out of my stubborn ambivalence about Nicolas Cage in a moment when he seemed to me to be getting an outsized amount of praise. I also didn't really know what the film is; where it fits, when to watch it. I'm glad to have finally seen it; it's most movingly about grief, and the attachments we form and break when grieving. It's also fairly clearly about food, and especially our relationship to the raw ingredients that become our meals. Cage is excellent, but the rest of the characters seemed a little too underwritten. It could have been more - it felt like Leave No Trace covered some similar ground much more powerfully for me. But Pig is still affecting and memorable, even if it's more slight than it would like to be."
Pig,4.5,I hate slow dramas but this one is great.
